"","status","family","pval","qval","gene_short_name","num_cells_expressed","use_for_ordering"
"Dnajc14","OK","negbinomial.size",0.77411865176333,0.891963231404016,"Dnajc14",136,TRUE
"Ormdl2","OK","negbinomial.size",0.324927242885398,0.579245097641389,"Ormdl2",158,TRUE
"Sarnp","OK","negbinomial.size",0.663808044206908,0.826882274720166,"Sarnp",468,TRUE
"Cd63","OK","negbinomial.size",1.69593156705378e-06,2.78659958070449e-05,"Cd63",725,TRUE
"Rdh5","OK","negbinomial.size",0.872572620713008,0.943581045578313,"Rdh5",19,FALSE
"Bloc1s1","OK","negbinomial.size",0.152802113967489,0.376495270254987,"Bloc1s1",443,TRUE
"Itga7","OK","negbinomial.size",0.908303541249043,0.958693555923216,"Itga7",41,TRUE
"Insr","OK","negbinomial.size",0.533521876725799,0.743705205944683,"Insr",37,TRUE
"Arhgef18","OK","negbinomial.size",0.208947414480512,0.451469760970263,"Arhgef18",62,TRUE
"Pex11g","OK","negbinomial.size",0.620020384043101,0.800619518697347,"Pex11g",28,FALSE
"Zfp358","OK","negbinomial.size",0.642766371277666,0.814156206232341,"Zfp358",85,TRUE
"Mcoln1","OK","negbinomial.size",0.889832839663374,0.950973362796527,"Mcoln1",56,TRUE
"Pnpla6","OK","negbinomial.size",0.477593742334153,0.704586532931997,"Pnpla6",20,FALSE
"Xab2","OK","negbinomial.size",0.761813425128221,0.886126911584482,"Xab2",78,TRUE
"Pet100","OK","negbinomial.size",3.34840417949741e-05,0.000436812773404516,"Pet100",340,TRUE
"Trappc5","OK","negbinomial.size",0.549476765605216,0.754865346986889,"Trappc5",141,TRUE
"Cd209d","OK","negbinomial.size",0.699581133111953,0.84770144167002,"Cd209d",15,FALSE
"Cd209f","OK","negbinomial.size",0.171637207648052,0.403475256745137,"Cd209f",19,FALSE
"Cd209g","OK","negbinomial.size",0.712975916855344,0.856518883670187,"Cd209g",11,FALSE
"Evi5l","OK","negbinomial.size",0.721742621613459,0.861233927994934,"Evi5l",39,TRUE
"Map2k7","OK","negbinomial.size",0.619982988583137,0.800619518697347,"Map2k7",90,TRUE
"Snapc2","OK","negbinomial.size",0.421012932185031,0.664769750326259,"Snapc2",84,TRUE
"Ctxn1","OK","negbinomial.size",0.0780874525622528,0.24615748528799,"Ctxn1",12,FALSE
"Timm44","OK","negbinomial.size",0.238626178280147,0.48504352508749,"Timm44",149,TRUE
"Elavl1","OK","negbinomial.size",0.992793322459282,0.996659998994633,"Elavl1",286,TRUE
"Ccl25","OK","negbinomial.size",0.808913126227409,0.909469297933616,"Ccl25",16,FALSE
"Cers4","OK","negbinomial.size",0.666736197308721,0.828640780557309,"Cers4",80,TRUE
"Zfp958","OK","negbinomial.size",0.639853820041801,0.812126250398394,"Zfp958",10,FALSE
"Shcbp1","OK","negbinomial.size",0.0402658099567078,0.15921618432423,"Shcbp1",19,FALSE
"Efnb2","OK","negbinomial.size",0.289798686869605,0.541698763146087,"Efnb2",35,FALSE
"Arglu1","OK","negbinomial.size",0.75992140740525,0.885973745502562,"Arglu1",369,TRUE
"Lig4","OK","negbinomial.size",0.124722319820981,0.332138383059389,"Lig4",29,FALSE
"Abhd13","OK","negbinomial.size",0.342608274689094,0.596271617085193,"Abhd13",54,TRUE
"Irs2","OK","negbinomial.size",0.0313860263672242,0.131974413309987,"Irs2",47,TRUE
"Col4a1","OK","negbinomial.size",0.0174138367615278,0.0849540508270269,"Col4a1",266,TRUE
"Col4a2","OK","negbinomial.size",0.267335491996743,0.516065723224031,"Col4a2",204,TRUE
"Carkd","OK","negbinomial.size",0.213546959456141,0.455984608930166,"Carkd",274,TRUE
"Cars2","OK","negbinomial.size",0.723806472895531,0.8628697165178,"Cars2",62,TRUE
"Ing1","OK","negbinomial.size",0.129038805644198,0.338326826403577,"Ing1",278,TRUE
"Ankrd10","OK","negbinomial.size",0.0932998043392986,0.275208635805786,"Ankrd10",154,TRUE
"Arhgef7","OK","negbinomial.size",0.0287867752201852,0.12392800734437,"Arhgef7",56,TRUE
"Tubgcp3","OK","negbinomial.size",0.309431897221228,0.563179119743557,"Tubgcp3",52,TRUE
"Atp11a","OK","negbinomial.size",0.118849614619119,0.321853257955981,"Atp11a",106,TRUE
"Pcid2","OK","negbinomial.size",0.726703774944426,0.865035319951905,"Pcid2",73,TRUE
"Cul4a","OK","negbinomial.size",0.16327657996397,0.391793866183351,"Cul4a",145,TRUE
"Lamp1","OK","negbinomial.size",0.253462506950266,0.499601746990836,"Lamp1",706,TRUE
"Grtp1","OK","negbinomial.size",0.294155998477495,0.54641583671558,"Grtp1",13,FALSE
"Dcun1d2","OK","negbinomial.size",0.914230197539423,0.961236966938147,"Dcun1d2",49,TRUE
"Tmco3","OK","negbinomial.size",0.217859790197382,0.461500341956875,"Tmco3",157,TRUE
"Tmem255b","OK","negbinomial.size",1.71927350760514e-05,0.000239331415232586,"Tmem255b",129,TRUE
"Gas6","OK","negbinomial.size",1.26110999996493e-12,4.23113732323563e-11,"Gas6",550,TRUE
"Rasa3","OK","negbinomial.size",0.387578019521074,0.636832739993131,"Rasa3",54,TRUE
"Cdc16","OK","negbinomial.size",0.210986880679663,0.453481083005361,"Cdc16",234,TRUE
"Upf3a","OK","negbinomial.size",0.902834772033201,0.956928882524504,"Upf3a",170,TRUE
"Champ1","OK","negbinomial.size",0.332253859810527,0.586516952798233,"Champ1",40,TRUE
"Coprs","OK","negbinomial.size",0.0258799303858338,0.1148556435262,"Coprs",13,FALSE
"Gm7676","OK","negbinomial.size",0.718754145636138,0.859039991040802,"Gm7676",10,FALSE
"Fbxo25","OK","negbinomial.size",0.660197132766581,0.825043946669155,"Fbxo25",55,TRUE
"Erich1","OK","negbinomial.size",0.962352138791589,0.982697108374207,"Erich1",100,TRUE
"Cln8","OK","negbinomial.size",0.403818504636044,0.650199848285996,"Cln8",69,TRUE
"Arhgef10","OK","negbinomial.size",0.239449973620333,0.485924738208883,"Arhgef10",105,TRUE
"Kbtbd11","OK","negbinomial.size",0.511956582806197,0.727859105166993,"Kbtbd11",33,FALSE
"Mcph1","OK","negbinomial.size",0.785368900231278,0.897601760695574,"Mcph1",12,FALSE
"Agpat5","OK","negbinomial.size",0.77896057958857,0.89399265124617,"Agpat5",117,TRUE
"Gm6483","OK","negbinomial.size",0.177696178223162,0.410648768942493,"Gm6483",77,TRUE
"Gm26853","OK","negbinomial.size",0.76181926344859,0.886126911584482,"Gm26853",15,FALSE
"Gm21092","OK","negbinomial.size",0.189708903075666,0.426283931795851,"Gm21092",107,TRUE
"Alg11","OK","negbinomial.size",0.796075179363598,0.901131034350792,"Alg11",38,TRUE
"Ckap2","OK","negbinomial.size",3.83831366340735e-06,5.90015677807172e-05,"Ckap2",20,FALSE
"Vps36","OK","negbinomial.size",0.52370968500134,0.73680988451036,"Vps36",274,TRUE
"Slc25a15","OK","negbinomial.size",0.335959798357591,0.589903713631332,"Slc25a15",34,FALSE
"Mrps31","OK","negbinomial.size",0.285456629348214,0.537437330053107,"Mrps31",79,TRUE
"Smim19","OK","negbinomial.size",0.815921131759624,0.91233478356116,"Smim19",303,TRUE
"Slc20a2","OK","negbinomial.size",0.423066421463279,0.666139271888014,"Slc20a2",32,FALSE
"Vdac3","OK","negbinomial.size",0.373715111814484,0.623223758450045,"Vdac3",446,TRUE
"Polb","OK","negbinomial.size",0.298211989139395,0.551628185918796,"Polb",207,TRUE
"Gm26909","OK","negbinomial.size",0.246622311072633,0.492832289883716,"Gm26909",14,FALSE
"Ikbkb","OK","negbinomial.size",0.150259109125188,0.372605350045776,"Ikbkb",136,TRUE
"Plat","OK","negbinomial.size",1.48637570784991e-05,0.000208264306483141,"Plat",270,TRUE
"Kat6a","OK","negbinomial.size",0.247673500806015,0.493760763215123,"Kat6a",107,TRUE
"Ank1","OK","negbinomial.size",0.223315089856309,0.467838642162983,"Ank1",16,FALSE
"Gpat4","OK","negbinomial.size",0.493763676075389,0.715797639599069,"Gpat4",133,TRUE
"Gins4","OK","negbinomial.size",0.212750356935698,0.455150916346206,"Gins4",123,TRUE
"Golga7","OK","negbinomial.size",0.32662493405088,0.580885416755144,"Golga7",265,TRUE
"1810011O10Rik","OK","negbinomial.size",0.00335221687910486,0.0235516879920057,"1810011O10Rik",32,FALSE
"Ido1","OK","negbinomial.size",0.770344609501951,0.889488067396071,"Ido1",14,FALSE
"Adam9","OK","negbinomial.size",0.00719028992945029,0.043145559634551,"Adam9",248,TRUE
"Tm2d2","OK","negbinomial.size",0.1335409396876,0.346082278015551,"Tm2d2",513,TRUE
"Htra4","OK","negbinomial.size",0.122322200812201,0.32788793255283,"Htra4",10,FALSE
"Plekha2","OK","negbinomial.size",0.512911441618893,0.728894099241887,"Plekha2",72,TRUE
"Tacc1","OK","negbinomial.size",0.00914322828621898,0.052516153857186,"Tacc1",152,TRUE
"Fgfr1","OK","negbinomial.size",0.429867593736082,0.670144236160173,"Fgfr1",518,TRUE
"Letm2","OK","negbinomial.size",0.0504472758230871,0.185547695773801,"Letm2",10,FALSE
"Whsc1l1","OK","negbinomial.size",0.0320355481427868,0.133949256458283,"Whsc1l1",267,TRUE
"Plpp5","OK","negbinomial.size",0.186921894128452,0.422728880266809,"Plpp5",160,TRUE
"Ddhd2","OK","negbinomial.size",0.064386285788937,0.216996306331076,"Ddhd2",147,TRUE
"Bag4","OK","negbinomial.size",0.121960153613047,0.32719307670285,"Bag4",75,TRUE
"Lsm1","OK","negbinomial.size",0.195232460327328,0.434151372361016,"Lsm1",273,TRUE
"Ash2l","OK","negbinomial.size",0.441621899319103,0.677363126713642,"Ash2l",95,TRUE
"Hgsnat","OK","negbinomial.size",0.0342194737432817,0.140462792222423,"Hgsnat",235,TRUE
"Pomk","OK","negbinomial.size",0.593922367135637,0.785140631932007,"Pomk",35,FALSE
"Fnta","OK","negbinomial.size",0.524081255665164,0.737010754950676,"Fnta",386,TRUE
"Hook3","OK","negbinomial.size",0.240414953951864,0.486462721404087,"Hook3",276,TRUE
"Rnf170","OK","negbinomial.size",0.543978908188162,0.750468259575823,"Rnf170",103,TRUE
"Thap1","OK","negbinomial.size",0.686309797741651,0.839972432666332,"Thap1",23,FALSE
"Zfp703","OK","negbinomial.size",0.0821770415814064,0.254596607122267,"Zfp703",260,TRUE
"Erlin2","OK","negbinomial.size",0.881886427590702,0.9462293477194,"Erlin2",50,TRUE
"Prosc","OK","negbinomial.size",0.603349457926756,0.791184521249418,"Prosc",131,TRUE
"Adgra2","OK","negbinomial.size",0.617844799936339,0.800227557568956,"Adgra2",40,TRUE
"Brf2","OK","negbinomial.size",0.525539501708406,0.738262086287425,"Brf2",11,FALSE
"Eif4ebp1","OK","negbinomial.size",0.583935899736684,0.779137073788307,"Eif4ebp1",373,TRUE
"Dusp26","OK","negbinomial.size",0.0870991915415048,0.263650335065938,"Dusp26",13,FALSE
"Rnf122","OK","negbinomial.size",0.238719397740766,0.485057039180965,"Rnf122",43,TRUE
"Tti2","OK","negbinomial.size",0.867904519790794,0.940593621738456,"Tti2",23,FALSE
"Mak16","OK","negbinomial.size",0.558901883825552,0.76031791046908,"Mak16",87,TRUE
"Fut10","OK","negbinomial.size",0.536130586041113,0.745579467259458,"Fut10",52,TRUE
"Wrn","OK","negbinomial.size",0.29588887752923,0.548689518714637,"Wrn",69,TRUE
"Purg","OK","negbinomial.size",0.585257679667118,0.780146481694499,"Purg",19,FALSE
"Ppp2cb","OK","negbinomial.size",0.18706918220486,0.422728880266809,"Ppp2cb",111,TRUE
"Ubxn8","OK","negbinomial.size",0.0746143692573663,0.238791886320575,"Ubxn8",48,TRUE
"Gsr","OK","negbinomial.size",0.83856659198496,0.926007581660444,"Gsr",117,TRUE
"Gtf2e2","OK","negbinomial.size",0.94876138867829,0.976814460562924,"Gtf2e2",194,TRUE
"Rbpms","OK","negbinomial.size",0.769412981883428,0.889060230171864,"Rbpms",26,FALSE
"Dctn6","OK","negbinomial.size",0.759948210045567,0.885973745502562,"Dctn6",253,TRUE
"Leprotl1","OK","negbinomial.size",0.981946518033496,0.991971255875946,"Leprotl1",283,TRUE
"Saraf","OK","negbinomial.size",0.560922562465238,0.762051899475784,"Saraf",527,TRUE
"Tnks","OK","negbinomial.size",0.41006040579606,0.656259854832717,"Tnks",39,TRUE
"Eri1","OK","negbinomial.size",0.330609973574829,0.585556403331679,"Eri1",80,TRUE
"Mfhas1","OK","negbinomial.size",0.601425344363883,0.789824494192157,"Mfhas1",76,TRUE
"Lonrf1","OK","negbinomial.size",0.534511325645654,0.744528765094494,"Lonrf1",12,FALSE
"6430573F11Rik","OK","negbinomial.size",0.1167555151385,0.317430487178102,"6430573F11Rik",11,FALSE
"Dlc1","OK","negbinomial.size",0.417040731746831,0.661964878905241,"Dlc1",320,TRUE
"Tusc3","OK","negbinomial.size",0.264528428236862,0.512678237084447,"Tusc3",292,TRUE
"Micu3","OK","negbinomial.size",0.488495301542392,0.712121549249908,"Micu3",94,TRUE
"Zdhhc2","OK","negbinomial.size",0.00017480460241735,0.00189996156613853,"Zdhhc2",26,FALSE
"Cnot7","OK","negbinomial.size",0.837516820435496,0.92562478448963,"Cnot7",112,TRUE
"Vps37a","OK","negbinomial.size",0.954056925322368,0.978327407134193,"Vps37a",93,TRUE
"Slc7a2","OK","negbinomial.size",0.976907439555893,0.989713838501341,"Slc7a2",46,TRUE
"Pdgfrl","OK","negbinomial.size",3.70594225095103e-22,2.07643944320786e-20,"Pdgfrl",507,TRUE
"Mtus1","OK","negbinomial.size",0.245461559716335,0.49202161550815,"Mtus1",71,TRUE
"Pcm1","OK","negbinomial.size",0.215321208296473,0.458462751314892,"Pcm1",274,TRUE
"Asah1","OK","negbinomial.size",0.301536508158693,0.554664824429796,"Asah1",426,TRUE
"Frg1","OK","negbinomial.size",0.0414346161752597,0.162121616222053,"Frg1",240,TRUE
"Fat1","OK","negbinomial.size",2.06957564968764e-06,3.32258807025784e-05,"Fat1",194,TRUE
"Cyp4v3","OK","negbinomial.size",0.529091353201195,0.740846895410795,"Cyp4v3",70,TRUE
"Fam149a","OK","negbinomial.size",0.712494473745864,0.856399557309466,"Fam149a",104,TRUE
"Tlr3","OK","negbinomial.size",0.874818524303593,0.944615184365587,"Tlr3",31,FALSE
"Sorbs2","OK","negbinomial.size",0.00324968128691571,0.0229608628632897,"Sorbs2",33,FALSE
"1700029J07Rik","OK","negbinomial.size",0.314845292316473,0.567806433429748,"1700029J07Rik",13,FALSE
"Ufsp2","OK","negbinomial.size",0.748049538182265,0.878988034729654,"Ufsp2",224,TRUE
"Ankrd37","OK","negbinomial.size",0.000559229478289185,0.00517483528795096,"Ankrd37",34,FALSE
"Snx25","OK","negbinomial.size",0.971014810365059,0.987888755891963,"Snx25",23,FALSE
"Cfap97","OK","negbinomial.size",0.480468937878909,0.706764888142695,"Cfap97",44,TRUE
"Slc25a4","OK","negbinomial.size",0.285349097825923,0.537392472328564,"Slc25a4",694,TRUE
"Acsl1","OK","negbinomial.size",0.816326987422215,0.912403772297361,"Acsl1",57,TRUE
"Primpol","OK","negbinomial.size",0.293054533085323,0.544966660762384,"Primpol",10,FALSE
"Casp3","OK","negbinomial.size",0.704525361351076,0.850886501828735,"Casp3",13,FALSE
"Irf2","OK","negbinomial.size",0.462173960020572,0.692876585930758,"Irf2",195,TRUE
"Stox2","OK","negbinomial.size",0.483507095016917,0.708722106835785,"Stox2",36,FALSE
"Trappc11","OK","negbinomial.size",0.961290574079271,0.982329215131526,"Trappc11",39,TRUE
"Rwdd4a","OK","negbinomial.size",0.0311581907005319,0.131213335208628,"Rwdd4a",89,TRUE
"Ing2","OK","negbinomial.size",0.266306275755157,0.514699573320505,"Ing2",181,TRUE
"Cdkn2aip","OK","negbinomial.size",0.0303715986384012,0.12872319755746,"Cdkn2aip",76,TRUE
"Cldn22","OK","negbinomial.size",0.169425883565038,0.399748292371669,"Cldn22",18,FALSE
"Wwc2","OK","negbinomial.size",0.922322201771734,0.963717165963133,"Wwc2",125,TRUE
"Dctd","OK","negbinomial.size",0.0640018156377135,0.216220785660602,"Dctd",11,FALSE
"Tenm3","OK","negbinomial.size",0.00231036287923055,0.0173292680218592,"Tenm3",60,TRUE
"Aga","OK","negbinomial.size",0.0967278973624567,0.281540991647712,"Aga",339,TRUE
"Neil3","OK","negbinomial.size",0.0109268595817939,0.060052176789398,"Neil3",11,FALSE
"Vegfc","OK","negbinomial.size",0.157042102050544,0.382651401517373,"Vegfc",153,TRUE
"Spcs3","OK","negbinomial.size",0.342663676831207,0.596271617085193,"Spcs3",234,TRUE
"Hpgd","OK","negbinomial.size",8.0391273624204e-64,1.6997445513827e-61,"Hpgd",372,TRUE
"Cep44","OK","negbinomial.size",0.346563465219791,0.600147527204597,"Cep44",54,TRUE
"Fbxo8","OK","negbinomial.size",0.186801392209253,0.422632021218835,"Fbxo8",134,TRUE
"Scrg1","OK","negbinomial.size",3.1621317905593e-05,0.000415901981748915,"Scrg1",43,TRUE
"Sap30","OK","negbinomial.size",0.000742651916720044,0.00668446375804403,"Sap30",147,TRUE
"2500002B13Rik","OK","negbinomial.size",0.0171681192066125,0.0839380208679319,"2500002B13Rik",17,FALSE
"Hmgb2","OK","negbinomial.size",0.019723820287854,0.0933777482660297,"Hmgb2",205,TRUE
"Galnt7","OK","negbinomial.size",0.14877306752319,0.370066813466118,"Galnt7",131,TRUE
"Mfap3l","OK","negbinomial.size",0.0287456348970485,0.123893686406279,"Mfap3l",11,FALSE
"2700029M09Rik","OK","negbinomial.size",0.352351125781996,0.604307175928445,"2700029M09Rik",196,TRUE
"Clcn3","OK","negbinomial.size",0.522619292945249,0.736107566207198,"Clcn3",92,TRUE
"Nek1","OK","negbinomial.size",0.323121438488201,0.577587946992946,"Nek1",71,TRUE
"Sh3rf1","OK","negbinomial.size",0.384550846213665,0.634183485308364,"Sh3rf1",50,TRUE
"Cbr4","OK","negbinomial.size",0.877751037466674,0.945099455884594,"Cbr4",49,TRUE
"Palld","OK","negbinomial.size",0.0949999569426923,0.278829103588216,"Palld",304,TRUE
"Cpe","OK","negbinomial.size",0.333622254747305,0.587548481329294,"Cpe",45,TRUE
"Msmo1","OK","negbinomial.size",0.295512889267492,0.548173719108014,"Msmo1",89,TRUE
"Klhl2","OK","negbinomial.size",0.479406281919301,0.706038241227322,"Klhl2",19,FALSE
"Tmem192","OK","negbinomial.size",0.991030405541112,0.996456415995743,"Tmem192",92,TRUE
"Tma16","OK","negbinomial.size",0.00961423720560338,0.0546611578518475,"Tma16",63,TRUE
"Npy1r","OK","negbinomial.size",0.431930454396175,0.671140281923332,"Npy1r",31,FALSE
"Naf1","OK","negbinomial.size",0.0911191330863219,0.270584839309445,"Naf1",66,TRUE
"Nat2","OK","negbinomial.size",0.854766371079987,0.934484627636646,"Nat2",20,FALSE
"Psd3","OK","negbinomial.size",0.0109490756537798,0.0600858676671189,"Psd3",120,TRUE
"Gm21807","OK","negbinomial.size",0.362762259030649,0.61386639981304,"Gm21807",20,FALSE
"Sh2d4a","OK","negbinomial.size",2.92602708081457e-09,7.2063866961776e-08,"Sh2d4a",79,TRUE
"Csgalnact1","OK","negbinomial.size",0.000155215208861388,0.00172382718582826,"Csgalnact1",115,TRUE
"Ints10","OK","negbinomial.size",0.78850756896173,0.898753155973613,"Ints10",53,TRUE
"Lpl","OK","negbinomial.size",1.76821575200402e-57,3.4163147787857e-55,"Lpl",280,TRUE
"Atp6v1b2","OK","negbinomial.size",0.107011618963558,0.30060311196604,"Atp6v1b2",125,TRUE
"Zfp868","OK","negbinomial.size",0.245081478999667,0.491585332131332,"Zfp868",15,FALSE
"Zfp963","OK","negbinomial.size",0.299736520665424,0.553134957515285,"Zfp963",17,FALSE
"Zfp866","OK","negbinomial.size",0.444375890440021,0.678512061834658,"Zfp866",24,FALSE
"Atp13a1","OK","negbinomial.size",0.177930648026575,0.410812766546798,"Atp13a1",76,TRUE
"Gmip","OK","negbinomial.size",0.428799852037965,0.669611363146243,"Gmip",30,FALSE
"Cilp2","OK","negbinomial.size",1.12705392304638e-21,6.16086159105254e-20,"Cilp2",679,TRUE
"Yjefn3","OK","negbinomial.size",0.00746090208327598,0.0444480960899472,"Yjefn3",215,TRUE
"Ndufa13","OK","negbinomial.size",0.0214729446626042,0.0993090457652261,"Ndufa13",708,TRUE
"Gatad2a","OK","negbinomial.size",0.145347352767975,0.365193371102674,"Gatad2a",116,TRUE
"Mau2","OK","negbinomial.size",0.826874917510502,0.918786348599176,"Mau2",50,TRUE
"Sugp1","OK","negbinomial.size",0.702466180330326,0.849631518271088,"Sugp1",55,TRUE
"Rfxank","OK","negbinomial.size",0.361952513035979,0.613157953300254,"Rfxank",26,FALSE
"Nr2c2ap","OK","negbinomial.size",0.201225199701918,0.44219773399537,"Nr2c2ap",107,TRUE
"Borcs8","OK","negbinomial.size",0.764729184363155,0.887425507679598,"Borcs8",109,TRUE
"Tmem161a","OK","negbinomial.size",0.240236970286404,0.486462721404087,"Tmem161a",113,TRUE
"Slc25a42","OK","negbinomial.size",0.11924938657448,0.322390501360411,"Slc25a42",11,FALSE
"Armc6","OK","negbinomial.size",0.412211625802062,0.657637068594834,"Armc6",35,FALSE
"Sugp2","OK","negbinomial.size",0.439530862109189,0.676246825729253,"Sugp2",15,FALSE
"Homer3","OK","negbinomial.size",0.000308059310561217,0.00308775727562522,"Homer3",123,TRUE
"Ddx49","OK","negbinomial.size",0.132826655791251,0.345266871013675,"Ddx49",99,TRUE
"Cope","OK","negbinomial.size",0.0894777351567472,0.268123417154775,"Cope",564,TRUE
"Upf1","OK","negbinomial.size",0.850425295767966,0.932198558581221,"Upf1",164,TRUE
"Comp","OK","negbinomial.size",0.106940322277241,0.300570165898863,"Comp",709,TRUE
"Crtc1","OK","negbinomial.size",0.0202603496476213,0.094955030594414,"Crtc1",28,FALSE
"Klhl26","OK","negbinomial.size",0.844744191756101,0.928878757022753,"Klhl26",70,TRUE
"Crlf1","OK","negbinomial.size",3.37362719202972e-31,2.80036046769518e-29,"Crlf1",153,TRUE
"2810428I15Rik","OK","negbinomial.size",0.141818044637609,0.359631819010872,"2810428I15Rik",494,TRUE
"Uba52","OK","negbinomial.size",0.0780912890993719,0.24615748528799,"Uba52",581,TRUE
"Kxd1","OK","negbinomial.size",0.00349656897267329,0.0243369887625943,"Kxd1",258,TRUE
"Fkbp8","OK","negbinomial.size",0.388970934831116,0.637998872323988,"Fkbp8",446,TRUE
"Ell","OK","negbinomial.size",0.940094403266894,0.971297979255837,"Ell",92,TRUE
"Isyna1","OK","negbinomial.size",0.143866001121635,0.36306841519122,"Isyna1",23,FALSE
"Ssbp4","OK","negbinomial.size",0.386407530498369,0.636028611451928,"Ssbp4",191,TRUE
"Gdf15","OK","negbinomial.size",0.000626964311165528,0.00575410489018911,"Gdf15",23,FALSE
"Pgpep1","OK","negbinomial.size",0.0150770947193118,0.0763116185296334,"Pgpep1",155,TRUE
"Lsm4","OK","negbinomial.size",9.69521891945508e-05,0.00113053718222074,"Lsm4",452,TRUE
"Jund","OK","negbinomial.size",0.00741863837038409,0.0442669124486284,"Jund",708,TRUE
"Gm11175","OK","negbinomial.size",0.0513682637717619,0.187455501868175,"Gm11175",16,FALSE
"Rab3a","OK","negbinomial.size",0.000243622103523003,0.00251615602956569,"Rab3a",60,TRUE
"Mpv17l2","OK","negbinomial.size",0.287621499847532,0.539428707496477,"Mpv17l2",199,TRUE
"Ifi30","OK","negbinomial.size",0.356762649478271,0.60813213447357,"Ifi30",272,TRUE
"Pik3r2","OK","negbinomial.size",0.0669553429233374,0.222641416260807,"Pik3r2",121,TRUE
"2010320M18Rik","OK","negbinomial.size",0.440671477905668,0.67655358013576,"2010320M18Rik",103,TRUE
"Mast3","OK","negbinomial.size",0.0722642588545605,0.233841549155127,"Mast3",14,FALSE
"Arrdc2","OK","negbinomial.size",0.0542081731507877,0.193760112677735,"Arrdc2",14,FALSE
"Ccdc124","OK","negbinomial.size",0.0866127667668354,0.262532503215893,"Ccdc124",389,TRUE
"Rpl18a","OK","negbinomial.size",1.6660775476263e-06,2.7471154332465e-05,"Rpl18a",729,TRUE
"Map1s","OK","negbinomial.size",0.362355929915813,0.61365581844289,"Map1s",42,TRUE
"Haus8","OK","negbinomial.size",0.78726561796891,0.898620258662841,"Haus8",75,TRUE
"Myo9b","OK","negbinomial.size",0.183466196773982,0.418419066960406,"Myo9b",75,TRUE
"Use1","OK","negbinomial.size",0.112552457006483,0.310502913149841,"Use1",603,TRUE
"Ocel1","OK","negbinomial.size",0.619630907570724,0.800505412755077,"Ocel1",46,TRUE
"Nr2f6","OK","negbinomial.size",0.0543465527322581,0.194048221440201,"Nr2f6",121,TRUE
"Babam1","OK","negbinomial.size",0.607656723338725,0.794099270173033,"Babam1",232,TRUE
"Abhd8","OK","negbinomial.size",0.69313479642696,0.84393296811791,"Abhd8",224,TRUE
"Mrpl34","OK","negbinomial.size",0.396015887053208,0.644179711179888,"Mrpl34",231,TRUE
"Dda1","OK","negbinomial.size",0.00714083564698562,0.0429523372303387,"Dda1",219,TRUE
"Ano8","OK","negbinomial.size",0.68959633436973,0.841880000321081,"Ano8",27,FALSE
"Gtpbp3","OK","negbinomial.size",0.4284978163022,0.669396849286551,"Gtpbp3",47,TRUE
"Plvap","OK","negbinomial.size",0.129907597395374,0.339896045993138,"Plvap",123,TRUE
"Bst2","OK","negbinomial.size",0.126082211060735,0.334020516566692,"Bst2",199,TRUE
"Mvb12a","OK","negbinomial.size",0.456816369880577,0.688511666561095,"Mvb12a",248,TRUE
"Slc27a1","OK","negbinomial.size",0.993030530546835,0.996677127210733,"Slc27a1",46,TRUE
"Pgls","OK","negbinomial.size",0.186606006440971,0.422445840035862,"Pgls",397,TRUE
"Colgalt1","OK","negbinomial.size",0.00971230457253463,0.0549954952197185,"Colgalt1",299,TRUE
"Zfp617","OK","negbinomial.size",0.462770087514362,0.693288984048922,"Zfp617",47,TRUE
"Tpm4","OK","negbinomial.size",1.44650280007756e-18,6.64324195806114e-17,"Tpm4",608,TRUE
"Rab8a","OK","negbinomial.size",0.642323159834494,0.813922456499914,"Rab8a",203,TRUE
"Fam32a","OK","negbinomial.size",0.0124990681938985,0.0663632751210777,"Fam32a",302,TRUE
"Ap1m1","OK","negbinomial.size",0.0219812279710229,0.101241940256178,"Ap1m1",132,TRUE
"Gm10282","OK","negbinomial.size",0.669796705022407,0.83028118102667,"Gm10282",23,FALSE
"Klf2","OK","negbinomial.size",3.63320441883824e-09,8.85080189510898e-08,"Klf2",653,TRUE
"Eps15l1","OK","negbinomial.size",0.622633274774154,0.802000151885192,"Eps15l1",26,FALSE
"1700030K09Rik","OK","negbinomial.size",0.658422064579446,0.824664988898768,"1700030K09Rik",14,FALSE
"Cherp","OK","negbinomial.size",0.331955458981017,0.586516952798233,"Cherp",60,TRUE
"Slc35e1","OK","negbinomial.size",0.742568249831396,0.876054118873473,"Slc35e1",58,TRUE
"Med26","OK","negbinomial.size",0.40506097759397,0.651703275652265,"Med26",36,FALSE
"Smim7","OK","negbinomial.size",0.20542094302621,0.447893285894423,"Smim7",467,TRUE
"Tmem38a","OK","negbinomial.size",0.515756346293251,0.730537547216686,"Tmem38a",36,FALSE
"Sin3b","OK","negbinomial.size",0.0139670655913651,0.0721599525204415,"Sin3b",290,TRUE
"Large","OK","negbinomial.size",0.0772323187214259,0.24465758456338,"Large",49,TRUE
"Hmgxb4","OK","negbinomial.size",0.302300618331995,0.555523241887232,"Hmgxb4",65,TRUE
"Tom1","OK","negbinomial.size",0.0174467955179187,0.0850778026865956,"Tom1",73,TRUE
"Hmox1","OK","negbinomial.size",0.674030102945024,0.832943729814796,"Hmox1",60,TRUE
"Mcm5","OK","negbinomial.size",0.000114559166943491,0.00130994900486608,"Mcm5",20,FALSE
