"","status","family","pval","qval","gene_short_name","num_cells_expressed","use_for_ordering"
"Mrpl15","OK","negbinomial.size",0.810200321747967,0.910003488574494,"Mrpl15",226,TRUE
"Lypla1","OK","negbinomial.size",0.0272816113286856,0.119327766022346,"Lypla1",169,TRUE
"Tcea1","OK","negbinomial.size",0.775547143038798,0.892552994196007,"Tcea1",341,TRUE
"Atp6v1h","OK","negbinomial.size",0.758012105183603,0.885231736725874,"Atp6v1h",153,TRUE
"Rb1cc1","OK","negbinomial.size",0.523366165164543,0.736511521641827,"Rb1cc1",221,TRUE
"4732440D04Rik","OK","negbinomial.size",0.156786769096002,0.382361813817148,"4732440D04Rik",14,FALSE
"Pcmtd1","OK","negbinomial.size",0.0234345403001319,0.106361870637213,"Pcmtd1",308,TRUE
"Rrs1","OK","negbinomial.size",0.0158994413914205,0.0792214941006038,"Rrs1",91,TRUE
"Mybl1","OK","negbinomial.size",0.0100687345342773,0.0566416863409193,"Mybl1",42,TRUE
"Vcpip1","OK","negbinomial.size",0.29352043110252,0.545651949391978,"Vcpip1",84,TRUE
"Sgk3","OK","negbinomial.size",0.303161399733119,0.556466280984329,"Sgk3",63,TRUE
"Snhg6","OK","negbinomial.size",0.00378352359038882,0.02588410583266,"Snhg6",264,TRUE
"Cops5","OK","negbinomial.size",0.103164349636935,0.293192924684629,"Cops5",188,TRUE
"Cspp1","OK","negbinomial.size",0.856084073776677,0.934840800020221,"Cspp1",107,TRUE
"Arfgef1","OK","negbinomial.size",0.817307591282873,0.912862440737155,"Arfgef1",126,TRUE
"Prex2","OK","negbinomial.size",0.0430210840046801,0.165854179381217,"Prex2",28,FALSE
"Sulf1","OK","negbinomial.size",0.569235701698242,0.768852253689346,"Sulf1",264,TRUE
"Ncoa2","OK","negbinomial.size",0.778135735342621,0.893859460829524,"Ncoa2",70,TRUE
"Tram1","OK","negbinomial.size",0.00254974734470666,0.0187606492086559,"Tram1",508,TRUE
"Lactb2","OK","negbinomial.size",0.720676390705033,0.860552190553184,"Lactb2",66,TRUE
"Terf1","OK","negbinomial.size",0.780359503182014,0.89452690289063,"Terf1",71,TRUE
"Rpl7","OK","negbinomial.size",0.00217199423274927,0.0164677722409934,"Rpl7",728,TRUE
"Rdh10","OK","negbinomial.size",0.211386531589103,0.453879569455353,"Rdh10",52,TRUE
"Stau2","OK","negbinomial.size",0.137509680858666,0.35229389202154,"Stau2",67,TRUE
"Ube2w","OK","negbinomial.size",0.434245115932488,0.672248428217075,"Ube2w",215,TRUE
"Tceb1","OK","negbinomial.size",0.0344776643915928,0.141215437363825,"Tceb1",476,TRUE
"Tmem70","OK","negbinomial.size",0.335748637342911,0.589810194397972,"Tmem70",172,TRUE
"Ly96","OK","negbinomial.size",0.0502864878806913,0.185243386979299,"Ly96",62,TRUE
"Gm16070","OK","negbinomial.size",0.239882780472915,0.486274681255333,"Gm16070",13,FALSE
"Crispld1","OK","negbinomial.size",0.00546397814808024,0.034553803119293,"Crispld1",306,TRUE
"Mcm3","OK","negbinomial.size",0.894768864604791,0.953206568757609,"Mcm3",35,FALSE
"Tram2","OK","negbinomial.size",0.877033086455046,0.945099455884594,"Tram2",220,TRUE
"Tmem14a","OK","negbinomial.size",0.905251499441356,0.958144671633154,"Tmem14a",67,TRUE
"Ogfrl1","OK","negbinomial.size",0.500269400499013,0.719506851833041,"Ogfrl1",86,TRUE
"Smap1","OK","negbinomial.size",0.00020115911323192,0.00213869926269156,"Smap1",429,TRUE
"Sdhaf4","OK","negbinomial.size",0.274837060803854,0.52520874886903,"Sdhaf4",209,TRUE
"Fam135a","OK","negbinomial.size",0.715597213418208,0.857196679659958,"Fam135a",38,TRUE
"Lmbrd1","OK","negbinomial.size",0.114471183038686,0.313380445056281,"Lmbrd1",276,TRUE
"Phf3","OK","negbinomial.size",0.242654739885265,0.488454164171453,"Phf3",209,TRUE
"Ptp4a1","OK","negbinomial.size",0.97412966479375,0.989135177361154,"Ptp4a1",356,TRUE
"Prim2","OK","negbinomial.size",0.19043529521714,0.426838788458889,"Prim2",42,TRUE
"Rab23","OK","negbinomial.size",0.551857688927035,0.75622795240236,"Rab23",152,TRUE
"Bag2","OK","negbinomial.size",0.233715568858768,0.480201075289945,"Bag2",123,TRUE
"Zfp451","OK","negbinomial.size",0.156131958357314,0.381428978712024,"Zfp451",107,TRUE
"Bend6","OK","negbinomial.size",0.00375478459919677,0.0257415990148814,"Bend6",18,FALSE
"Dst","OK","negbinomial.size",0.0326303783355055,0.135729777144645,"Dst",424,TRUE
"Ccdc115","OK","negbinomial.size",0.147355012628801,0.368256081962164,"Ccdc115",147,TRUE
"Imp4","OK","negbinomial.size",0.930133266296814,0.966620920163415,"Imp4",124,TRUE
"Ptpn18","OK","negbinomial.size",0.831017126915926,0.92155347374678,"Ptpn18",28,FALSE
"Fam168b","OK","negbinomial.size",0.181349330342829,0.415795150366676,"Fam168b",168,TRUE
"Plekhb2","OK","negbinomial.size",0.0724380859369418,0.23420115147414,"Plekhb2",90,TRUE
"Hs6st1","OK","negbinomial.size",0.902315719533879,0.956701162198797,"Hs6st1",55,TRUE
"Uggt1","OK","negbinomial.size",0.232515728536675,0.479053365321195,"Uggt1",157,TRUE
"Arid5a","OK","negbinomial.size",0.804536973445092,0.907371308819012,"Arid5a",28,FALSE
"Kansl3","OK","negbinomial.size",0.246282949917278,0.492827541248868,"Kansl3",95,TRUE
"Lman2l","OK","negbinomial.size",0.433413182458906,0.672248428217075,"Lman2l",58,TRUE
"Cnnm4","OK","negbinomial.size",0.00975175298184091,0.0551631216125741,"Cnnm4",56,TRUE
"Cnnm3","OK","negbinomial.size",0.605316247202299,0.792241750309385,"Cnnm3",48,TRUE
"Ankrd39","OK","negbinomial.size",0.48340033650583,0.70865831644222,"Ankrd39",77,TRUE
"Sema4c","OK","negbinomial.size",0.000318371735040555,0.0031769133240111,"Sema4c",132,TRUE
"Cox5b","OK","negbinomial.size",0.178849186202549,0.412064126145832,"Cox5b",633,TRUE
"Actr1b","OK","negbinomial.size",0.972738639814061,0.988627516850168,"Actr1b",191,TRUE
"Tmem131","OK","negbinomial.size",0.587731009560195,0.781869952225383,"Tmem131",90,TRUE
"Inpp4a","OK","negbinomial.size",0.240954637763434,0.486862183695824,"Inpp4a",130,TRUE
"Coa5","OK","negbinomial.size",0.688667551117575,0.841157631883138,"Coa5",104,TRUE
"Unc50","OK","negbinomial.size",0.415288080161419,0.660383913911181,"Unc50",362,TRUE
"Mgat4a","OK","negbinomial.size",0.239882233431143,0.486274681255333,"Mgat4a",13,FALSE
"Tsga10","OK","negbinomial.size",0.774774855577575,0.892166788567267,"Tsga10",35,FALSE
"Lipt1","OK","negbinomial.size",0.812766234089442,0.91087692961359,"Lipt1",14,FALSE
"Mitd1","OK","negbinomial.size",0.992149491979974,0.996659998994633,"Mitd1",126,TRUE
"Mrpl30","OK","negbinomial.size",0.975199853030331,0.989135177361154,"Mrpl30",437,TRUE
"Txndc9","OK","negbinomial.size",0.421288223285527,0.664955602313075,"Txndc9",331,TRUE
"Eif5b","OK","negbinomial.size",0.961011626572284,0.982158495376653,"Eif5b",475,TRUE
"Rev1","OK","negbinomial.size",0.70013728674461,0.848187938947038,"Rev1",102,TRUE
"Aff3","OK","negbinomial.size",0.0157678580590677,0.0786708002715551,"Aff3",452,TRUE
"Gm16152","OK","negbinomial.size",0.590501198048554,0.783221881591921,"Gm16152",12,FALSE
"Chst10","OK","negbinomial.size",0.570848900607917,0.770065340100195,"Chst10",15,FALSE
"Pdcl3","OK","negbinomial.size",0.299760781132597,0.553134957515285,"Pdcl3",435,TRUE
"Npas2","OK","negbinomial.size",0.140946355708613,0.358313262720218,"Npas2",117,TRUE
"Rpl31","OK","negbinomial.size",0.000415944588564246,0.00401470720021615,"Rpl31",729,TRUE
"Tbc1d8","OK","negbinomial.size",0.499068103141897,0.718735220113698,"Tbc1d8",15,FALSE
"Cnot11","OK","negbinomial.size",0.639993130872911,0.812126250398394,"Cnot11",76,TRUE
"Rnf149","OK","negbinomial.size",0.288296971223815,0.540333811596265,"Rnf149",96,TRUE
"Map4k4","OK","negbinomial.size",0.867445573157909,0.940427657330255,"Map4k4",295,TRUE
"Il1r2","OK","negbinomial.size",0.599358969767886,0.788818187674441,"Il1r2",10,FALSE
"Il1r1","OK","negbinomial.size",0.713909248673341,0.856813434789918,"Il1r1",186,TRUE
"Il1rl2","OK","negbinomial.size",0.294155998691329,0.54641583671558,"Il1rl2",10,FALSE
"Il1rl1","OK","negbinomial.size",1.33891534050655e-05,0.000188728117053037,"Il1rl1",23,FALSE
"Mrps9","OK","negbinomial.size",0.00466350441311864,0.0305609534815249,"Mrps9",137,TRUE
"Tgfbrap1","OK","negbinomial.size",0.64719668702008,0.816997417454885,"Tgfbrap1",46,TRUE
"AI597479","OK","negbinomial.size",0.907079772179571,0.958147966888986,"AI597479",41,TRUE
"Fhl2","OK","negbinomial.size",0.00110860274582944,0.00943280362168922,"Fhl2",54,TRUE
"Nck2","OK","negbinomial.size",0.044037108098157,0.168884268770687,"Nck2",56,TRUE
"1500015O10Rik","OK","negbinomial.size",1.885878454343e-08,4.25214365379631e-07,"1500015O10Rik",676,TRUE
"Gm29157","OK","negbinomial.size",0.834140581801698,0.923562825775104,"Gm29157",32,FALSE
"Uxs1","OK","negbinomial.size",0.20173372724284,0.442739551015133,"Uxs1",234,TRUE
"Tpp2","OK","negbinomial.size",0.592619232060601,0.784141116362156,"Tpp2",111,TRUE
"Tex30","OK","negbinomial.size",0.507852746851639,0.725043370481488,"Tex30",67,TRUE
"Kdelc1","OK","negbinomial.size",0.885785863245615,0.948994049888444,"Kdelc1",68,TRUE
"Bivm","OK","negbinomial.size",0.452736325409505,0.684849252502553,"Bivm",18,FALSE
"Ercc5","OK","negbinomial.size",0.247107603638823,0.493071190594133,"Ercc5",62,TRUE
"Gulp1","OK","negbinomial.size",0.607608851343686,0.794099270173033,"Gulp1",153,TRUE
"Col3a1","OK","negbinomial.size",2.38666146062377e-94,9.55176011705354e-92,"Col3a1",719,TRUE
"Col5a2","OK","negbinomial.size",7.12853510573004e-30,5.58617932830845e-28,"Col5a2",636,TRUE
"Wdr75","OK","negbinomial.size",0.00661415461587735,0.0404134223694229,"Wdr75",102,TRUE
"Slc40a1","OK","negbinomial.size",0.31087860518061,0.56452854475027,"Slc40a1",11,FALSE
"Slc39a10","OK","negbinomial.size",0.126279458371729,0.334141112281842,"Slc39a10",81,TRUE
"Tmeff2","OK","negbinomial.size",0.351659209680399,0.603845097100606,"Tmeff2",16,FALSE
"Sdpr","OK","negbinomial.size",0.000558975968332699,0.00517483528795096,"Sdpr",102,TRUE
"Nabp1","OK","negbinomial.size",0.0117646037100126,0.0635345297226031,"Nabp1",17,FALSE
"Myo1b","OK","negbinomial.size",0.00524623972942949,0.033574735812671,"Myo1b",22,FALSE
"Stat1","OK","negbinomial.size",0.362808956448489,0.61386639981304,"Stat1",52,TRUE
"Gls","OK","negbinomial.size",0.422083231572297,0.665461763182109,"Gls",308,TRUE
"Nab1","OK","negbinomial.size",0.00222015567083568,0.0167447036436848,"Nab1",178,TRUE
"Mfsd6","OK","negbinomial.size",0.591146356298161,0.783221881591921,"Mfsd6",63,TRUE
"Inpp1","OK","negbinomial.size",0.292914444428952,0.544796558385202,"Inpp1",140,TRUE
"Hibch","OK","negbinomial.size",0.087586814658086,0.264483385895584,"Hibch",57,TRUE
"1700019D03Rik","OK","negbinomial.size",0.590394362044036,0.783221881591921,"1700019D03Rik",22,FALSE
"Ormdl1","OK","negbinomial.size",0.430461533931681,0.670524318770978,"Ormdl1",67,TRUE
"Osgepl1","OK","negbinomial.size",0.228163079158223,0.473392976309395,"Osgepl1",42,TRUE
"Asnsd1","OK","negbinomial.size",0.574957486210149,0.772805487572703,"Asnsd1",114,TRUE
"Stk17b","OK","negbinomial.size",0.233916444146113,0.48026157440479,"Stk17b",60,TRUE
"Hecw2","OK","negbinomial.size",0.0408938948805635,0.160791924923366,"Hecw2",19,FALSE
"Gtf3c3","OK","negbinomial.size",0.116753251674679,0.317430487178102,"Gtf3c3",51,TRUE
"Pgap1","OK","negbinomial.size",0.356920509505565,0.60813213447357,"Pgap1",18,FALSE
"Ankrd44","OK","negbinomial.size",0.310158765320949,0.563822017251555,"Ankrd44",62,TRUE
"Sf3b1","OK","negbinomial.size",0.280730095453473,0.532474856068318,"Sf3b1",447,TRUE
"Coq10b","OK","negbinomial.size",0.0309770631967961,0.130740763247184,"Coq10b",272,TRUE
"Hspd1","OK","negbinomial.size",0.910959014536401,0.959893749071092,"Hspd1",324,TRUE
"Hspe1","OK","negbinomial.size",3.53018115495235e-05,0.000456803810882171,"Hspe1",495,TRUE
"Mob4","OK","negbinomial.size",0.0181862136434815,0.0877291046443621,"Mob4",256,TRUE
"Rftn2","OK","negbinomial.size",0.922778478877981,0.963894074786229,"Rftn2",225,TRUE
"Gm10561","OK","negbinomial.size",0.681078559943642,0.836892037788386,"Gm10561",101,TRUE
"Mars2","OK","negbinomial.size",0.0833184024126325,0.256572139993394,"Mars2",10,FALSE
"Plcl1","OK","negbinomial.size",0.57686835615905,0.774270786814985,"Plcl1",41,TRUE
"Tyw5","OK","negbinomial.size",0.787889075383628,0.898753155973613,"Tyw5",39,TRUE
"9430016H08Rik","OK","negbinomial.size",0.777470237843141,0.89360935116073,"9430016H08Rik",78,TRUE
"Spats2l","OK","negbinomial.size",0.52777966523183,0.73956470283705,"Spats2l",153,TRUE
"Kctd18","OK","negbinomial.size",0.666783504434726,0.828640780557309,"Kctd18",26,FALSE
"Sgol2a","OK","negbinomial.size",0.174986891751256,0.408011466700909,"Sgol2a",11,FALSE
"Aox1","OK","negbinomial.size",0.811101499653809,0.910559347337265,"Aox1",50,TRUE
"Bzw1","OK","negbinomial.size",3.8189630150038e-26,2.56259278719357e-24,"Bzw1",457,TRUE
"Clk1","OK","negbinomial.size",0.0403475034626367,0.159426700917598,"Clk1",436,TRUE
"Ppil3","OK","negbinomial.size",0.760188477561845,0.886031788283063,"Ppil3",144,TRUE
"Nif3l1","OK","negbinomial.size",0.24931371797847,0.495444143228716,"Nif3l1",53,TRUE
"Orc2","OK","negbinomial.size",0.387256287110696,0.636490752913238,"Orc2",66,TRUE
"Fam126b","OK","negbinomial.size",0.67811132126402,0.835506178141801,"Fam126b",49,TRUE
"Ndufb3","OK","negbinomial.size",0.409305342836465,0.655707744363892,"Ndufb3",482,TRUE
"Cflar","OK","negbinomial.size",0.12759618133119,0.335880387126455,"Cflar",242,TRUE
"Casp8","OK","negbinomial.size",0.307745283018929,0.56138590941073,"Casp8",82,TRUE
"Trak2","OK","negbinomial.size",0.626387217088568,0.80413508473989,"Trak2",92,TRUE
"Stradb","OK","negbinomial.size",0.246031171176221,0.492589834590089,"Stradb",54,TRUE
"Tmem237","OK","negbinomial.size",0.21070930754834,0.45322079982705,"Tmem237",252,TRUE
"Als2","OK","negbinomial.size",0.49500007271795,0.716200234328902,"Als2",12,FALSE
"Fzd7","OK","negbinomial.size",0.595868786515055,0.786120275687274,"Fzd7",105,TRUE
"Gm973","OK","negbinomial.size",0.0810820160956707,0.252071843459798,"Gm973",11,FALSE
"Sumo1","OK","negbinomial.size",0.463121156935985,0.693444105374752,"Sumo1",521,TRUE
"Nop58","OK","negbinomial.size",0.0571332183123691,0.200081087930267,"Nop58",176,TRUE
"Bmpr2","OK","negbinomial.size",0.960973088435643,0.982158495376653,"Bmpr2",232,TRUE
"Fam117b","OK","negbinomial.size",0.836831844731715,0.925262718506522,"Fam117b",27,FALSE
"Wdr12","OK","negbinomial.size",0.45417132320038,0.685631664796371,"Wdr12",52,TRUE
"Carf","OK","negbinomial.size",0.241221632336455,0.48686759720282,"Carf",28,FALSE
"Nbeal1","OK","negbinomial.size",0.202310315384352,0.44371033156275,"Nbeal1",321,TRUE
"Cyp20a1","OK","negbinomial.size",0.370991275586147,0.620817296936792,"Cyp20a1",299,TRUE
"Abi2","OK","negbinomial.size",0.504849812586481,0.723255702410732,"Abi2",113,TRUE
"Raph1","OK","negbinomial.size",2.36285565320351e-06,3.76645241106664e-05,"Raph1",410,TRUE
"Pard3b","OK","negbinomial.size",0.590178289685519,0.783221881591921,"Pard3b",133,TRUE
"Nrp2","OK","negbinomial.size",2.73563432697167e-07,5.19585055390586e-06,"Nrp2",286,TRUE
"Gm29083","OK","negbinomial.size",0.618281973667077,0.800414473704822,"Gm29083",10,FALSE
"Ino80d","OK","negbinomial.size",0.0348757657321567,0.142219006839355,"Ino80d",204,TRUE
"Ino80dos","OK","negbinomial.size",0.774036321419268,0.891963231404016,"Ino80dos",10,FALSE
"Gm20342","OK","negbinomial.size",0.148383447301746,0.369578145545829,"Gm20342",48,TRUE
"Ndufs1","OK","negbinomial.size",0.0442969299321146,0.169485640677031,"Ndufs1",146,TRUE
"Eef1b2","OK","negbinomial.size",3.97774201985384e-07,7.3434229117763e-06,"Eef1b2",640,TRUE
"Adam23","OK","negbinomial.size",0.854082863376376,0.933971152279545,"Adam23",39,TRUE
"Fastkd2","OK","negbinomial.size",0.5919201276408,0.783942310678099,"Fastkd2",35,FALSE
"Klf7","OK","negbinomial.size",0.00743341626936411,0.0443314862770059,"Klf7",422,TRUE
"Creb1","OK","negbinomial.size",0.946947354840437,0.975856924245533,"Creb1",129,TRUE
"Mettl21a","OK","negbinomial.size",0.24921116349076,0.495444143228716,"Mettl21a",102,TRUE
"Ccnyl1","OK","negbinomial.size",0.175894504176681,0.409124186426326,"Ccnyl1",73,TRUE
"Fzd5","OK","negbinomial.size",0.203403087565785,0.445182617043396,"Fzd5",56,TRUE
"Plekhm3","OK","negbinomial.size",0.536834267880465,0.745738982547695,"Plekhm3",51,TRUE
"Idh1","OK","negbinomial.size",0.714469364003544,0.856934998718154,"Idh1",206,TRUE
"Pikfyve","OK","negbinomial.size",0.0872074639305956,0.263693157260187,"Pikfyve",54,TRUE
"Map2","OK","negbinomial.size",0.0047367974441643,0.0309868955979598,"Map2",175,TRUE
"Rpe","OK","negbinomial.size",0.484942744673782,0.709804147246908,"Rpe",76,TRUE
"Kansl1l","OK","negbinomial.size",0.442083034756268,0.677374335043848,"Kansl1l",65,TRUE
"Acadl","OK","negbinomial.size",0.652446836369961,0.820934079286591,"Acadl",213,TRUE
"Lancl1","OK","negbinomial.size",0.335212366297277,0.589237612035653,"Lancl1",102,TRUE
"Ikzf2","OK","negbinomial.size",0.00558722184983826,0.0352536081358601,"Ikzf2",43,TRUE
"Atic","OK","negbinomial.size",0.866585578354753,0.94008064704252,"Atic",114,TRUE
"Fn1","OK","negbinomial.size",4.08590999875421e-66,8.80513604731533e-64,"Fn1",699,TRUE
"Pecr","OK","negbinomial.size",0.0250743269164926,0.112303320314235,"Pecr",70,TRUE
"Xrcc5","OK","negbinomial.size",0.0180602981413092,0.087304042559081,"Xrcc5",63,TRUE
"Smarcal1","OK","negbinomial.size",1.23427319496147e-05,0.000176236318730739,"Smarcal1",26,FALSE
"Rpl37a","OK","negbinomial.size",3.0381019253567e-09,7.46600223147966e-08,"Rpl37a",729,TRUE
"Igfbp5","OK","negbinomial.size",0.0684417417850257,0.226241344673451,"Igfbp5",627,TRUE
"Tns1","OK","negbinomial.size",0.833259252283844,0.92295178225687,"Tns1",449,TRUE
"Arpc2","OK","negbinomial.size",1.56324804365609e-11,4.7473597770217e-10,"Arpc2",628,TRUE
"Aamp","OK","negbinomial.size",0.620219350509697,0.800619518697347,"Aamp",377,TRUE
"Pnkd","OK","negbinomial.size",0.344708538962318,0.598049835518151,"Pnkd",349,TRUE
"Tmbim1","OK","negbinomial.size",0.00213507832948379,0.016253863967524,"Tmbim1",568,TRUE
"Ctdsp1","OK","negbinomial.size",0.0101298956583415,0.0568146199936812,"Ctdsp1",263,TRUE
"Usp37","OK","negbinomial.size",0.716503972139568,0.857814477755983,"Usp37",39,TRUE
"Rqcd1","OK","negbinomial.size",0.451698097290131,0.68410986325628,"Rqcd1",61,TRUE
"Zfp142","OK","negbinomial.size",0.622887887363206,0.802193037951892,"Zfp142",34,FALSE
"Bcs1l","OK","negbinomial.size",0.991277513862019,0.996456415995743,"Bcs1l",50,TRUE
"Rnf25","OK","negbinomial.size",0.256284776517549,0.50243653003073,"Rnf25",40,TRUE
"Ttll4","OK","negbinomial.size",0.515657397017666,0.730537547216686,"Ttll4",23,FALSE
"Cyp27a1","OK","negbinomial.size",0.0648544266897019,0.218114857588475,"Cyp27a1",145,TRUE
"Wnt6","OK","negbinomial.size",0.00480945184834353,0.0313706154904177,"Wnt6",20,FALSE
"Nhej1","OK","negbinomial.size",0.803523854266318,0.906776264945454,"Nhej1",27,FALSE
"Cnppd1","OK","negbinomial.size",0.00200846085565717,0.0155136072152343,"Cnppd1",147,TRUE
"Fam134a","OK","negbinomial.size",0.000530058640028778,0.00497890789619655,"Fam134a",219,TRUE
"Zfand2b","OK","negbinomial.size",0.532488792752371,0.74281954582137,"Zfand2b",164,TRUE
"Abcb6","OK","negbinomial.size",0.335664409055831,0.589810194397972,"Abcb6",31,FALSE
"Atg9a","OK","negbinomial.size",0.435692672015183,0.673523531880554,"Atg9a",82,TRUE
"Ankzf1","OK","negbinomial.size",0.992490161076426,0.996659998994633,"Ankzf1",25,FALSE
"Glb1l","OK","negbinomial.size",0.215207878250618,0.458395644112607,"Glb1l",27,FALSE
"Stk16","OK","negbinomial.size",0.403836421923124,0.650199848285996,"Stk16",260,TRUE
"Tuba4a","OK","negbinomial.size",0.324982900806222,0.579252168989109,"Tuba4a",14,FALSE
"Dnajb2","OK","negbinomial.size",0.950783249646948,0.977831782857042,"Dnajb2",153,TRUE
"Ptprn","OK","negbinomial.size",0.073937531678968,0.237405151860893,"Ptprn",13,FALSE
"Dnpep","OK","negbinomial.size",0.175517813370339,0.408789272349792,"Dnpep",213,TRUE
"Speg","OK","negbinomial.size",0.716950857497009,0.858033772148253,"Speg",11,FALSE
"Gmppa","OK","negbinomial.size",0.555387609115868,0.758215316098329,"Gmppa",208,TRUE
"Chpf","OK","negbinomial.size",0.137876698063264,0.352717581531857,"Chpf",193,TRUE
"Obsl1","OK","negbinomial.size",0.312154920675017,0.565654599140402,"Obsl1",25,FALSE
"Tmem198","OK","negbinomial.size",0.0576260674796584,0.201081317008794,"Tmem198",11,FALSE
"Stk11ip","OK","negbinomial.size",0.461533110540067,0.692559267360787,"Stk11ip",14,FALSE
"Slc4a3","OK","negbinomial.size",0.235813575003705,0.482037015959782,"Slc4a3",56,TRUE
"Epha4","OK","negbinomial.size",0.000785061418164007,0.00701546910043529,"Epha4",22,FALSE
"Farsb","OK","negbinomial.size",0.940203574632725,0.971321218524414,"Farsb",96,TRUE
"Acsl3","OK","negbinomial.size",0.211371494927705,0.453879569455353,"Acsl3",46,TRUE
"Wdfy1","OK","negbinomial.size",0.788039964766498,0.898753155973613,"Wdfy1",49,TRUE
"Mrpl44","OK","negbinomial.size",0.182557703439404,0.417554906308426,"Mrpl44",58,TRUE
"Serpine2","OK","negbinomial.size",2.70648829532716e-186,2.52740898645302e-183,"Serpine2",459,TRUE
"Cul3","OK","negbinomial.size",0.574727803625333,0.772629632698277,"Cul3",143,TRUE
"Dock10","OK","negbinomial.size",0.344307281024476,0.597631256375507,"Dock10",13,FALSE
"Irs1","OK","negbinomial.size",0.00239332893916006,0.017808528613697,"Irs1",144,TRUE
"Rhbdd1","OK","negbinomial.size",0.731913037213665,0.86883659904834,"Rhbdd1",64,TRUE
"Col4a4","OK","negbinomial.size",0.109369407508269,0.304824250044719,"Col4a4",110,TRUE
"Col4a3","OK","negbinomial.size",0.423591176626,0.666488665491932,"Col4a3",14,FALSE
"Mff","OK","negbinomial.size",0.0194659991794475,0.0925089002565261,"Mff",360,TRUE
"Agfg1","OK","negbinomial.size",0.0414129588942353,0.162093474456445,"Agfg1",121,TRUE
"Sphkap","OK","negbinomial.size",0.182158724297304,0.416923244344613,"Sphkap",20,FALSE
"Pid1","OK","negbinomial.size",2.81072520694247e-06,4.44245228053559e-05,"Pid1",195,TRUE
"Trip12","OK","negbinomial.size",0.346613849372492,0.600147527204597,"Trip12",192,TRUE
"Fbxo36","OK","negbinomial.size",0.324155584028495,0.578513692406962,"Fbxo36",119,TRUE
"Sp100","OK","negbinomial.size",0.384959346645084,0.634470032610494,"Sp100",14,FALSE
"Cab39","OK","negbinomial.size",0.178645807036199,0.411981656688192,"Cab39",205,TRUE
"Itm2c","OK","negbinomial.size",4.04231387019271e-12,1.30542274436252e-10,"Itm2c",642,TRUE
"Psmd1","OK","negbinomial.size",0.287340853246505,0.539050607474459,"Psmd1",257,TRUE
"Armc9","OK","negbinomial.size",0.162918408498937,0.391185705086585,"Armc9",18,FALSE
"Ncl","OK","negbinomial.size",0.00051085216386947,0.00481869473764417,"Ncl",542,TRUE
"Ptma","OK","negbinomial.size",6.63738380737529e-31,5.42908926609106e-29,"Ptma",726,TRUE
"Pde6d","OK","negbinomial.size",0.152558615565615,0.375977973615193,"Pde6d",298,TRUE
"Cops7b","OK","negbinomial.size",0.969467188343749,0.987084255186267,"Cops7b",46,TRUE
"Dis3l2","OK","negbinomial.size",0.0156358683758115,0.0781514455929278,"Dis3l2",40,TRUE
"Eif4e2","OK","negbinomial.size",0.000610906324184474,0.0056269227241131,"Eif4e2",280,TRUE
"Efhd1","OK","negbinomial.size",0.000181566009084035,0.00196014325413844,"Efhd1",28,FALSE
"Gigyf2","OK","negbinomial.size",0.083309875392713,0.256572139993394,"Gigyf2",124,TRUE
"Ngef","OK","negbinomial.size",4.38033157021401e-10,1.16593813719283e-08,"Ngef",208,TRUE
"Atg16l1","OK","negbinomial.size",0.377829447441585,0.627438765268287,"Atg16l1",49,TRUE
"Sag","OK","negbinomial.size",0.216825931776331,0.460296266776669,"Sag",44,TRUE
"Dgkd","OK","negbinomial.size",0.65718243776462,0.823883307412054,"Dgkd",27,FALSE
"Usp40","OK","negbinomial.size",0.488265071274259,0.711888278476131,"Usp40",43,TRUE
"Hjurp","OK","negbinomial.size",0.480057779095992,0.706531057597804,"Hjurp",120,TRUE
"Arl4c","OK","negbinomial.size",0.397403801811923,0.645032879939805,"Arl4c",13,FALSE
"Sh3bp4","OK","negbinomial.size",0.21301958722057,0.455466035946138,"Sh3bp4",62,TRUE
"Agap1","OK","negbinomial.size",0.612003801152085,0.796712404093716,"Agap1",106,TRUE
"Ackr3","OK","negbinomial.size",7.54660275612208e-07,1.32343083701258e-05,"Ackr3",419,TRUE
"Cops8","OK","negbinomial.size",0.803348411106172,0.906669583528629,"Cops8",270,TRUE
"Col6a3","OK","negbinomial.size",3.184403674913e-140,1.878127767425e-137,"Col6a3",641,TRUE
"Mlph","OK","negbinomial.size",0.0909490092337019,0.27054648827694,"Mlph",15,FALSE
"Lrrfip1","OK","negbinomial.size",6.67319333766267e-41,7.55351561028767e-39,"Lrrfip1",439,TRUE
"Ramp1","OK","negbinomial.size",7.88811868558909e-46,1.06499106012905e-43,"Ramp1",334,TRUE
"Ube2f","OK","negbinomial.size",3.95388371430622e-05,0.000501780531172316,"Ube2f",190,TRUE
"Scly","OK","negbinomial.size",0.471680800448155,0.699716051075195,"Scly",35,FALSE
"Ilkap","OK","negbinomial.size",0.431835648832866,0.671140281923332,"Ilkap",250,TRUE
"Hes6","OK","negbinomial.size",0.989840672185823,0.995883872554707,"Hes6",112,TRUE
"Per2","OK","negbinomial.size",0.599015839221588,0.788600974426353,"Per2",46,TRUE
"Traf3ip1","OK","negbinomial.size",0.453898541781264,0.685496908248092,"Traf3ip1",28,FALSE
"Asb1","OK","negbinomial.size",0.878180703693337,0.945099455884594,"Asb1",34,FALSE
"Twist2","OK","negbinomial.size",1.20819958465713e-07,2.43071535828865e-06,"Twist2",169,TRUE
